Tanggal,Mata Uang,Event,Aktual
2022-03-30,USD,GDP (QoQ)  (Q4),6.9%
2022-03-30,USD,GDP Price Index (QoQ)  (Q4),7.1%
2022-03-31,CNY,Chinese Composite PMI  (Mar),48.8
2022-03-31,CNY,Manufacturing PMI  (Mar),49.5
2022-03-31,CNY,Non-Manufacturing PMI  (Mar),48.4
2022-03-31,EUR,German Unemployment Change  (Mar),-18K
2022-03-31,EUR,German Unemployment Rate  (Mar),5.0%
2022-03-31,GBP,GDP (YoY)  (Q4),6.6%
2022-03-31,GBP,GDP (QoQ)  (Q4),1.3%
2022-03-31,USD,Continuing Jobless Claims,"1,307K"
2022-03-31,USD,Core PCE Price Index (MoM)  (Feb),0.4%
2022-03-31,USD,Core PCE Price Index (YoY)  (Feb),5.4%
2022-03-31,USD,Initial Jobless Claims,202K
2022-03-31,USD,PCE price index (MoM)  (Feb),0.6%
2022-03-31,USD,PCE Price index (YoY)  (Feb),6.4
2022-03-31,USD,Chicago PMI  (Mar),62.9
2022-04-01,USD,Nonfarm Payrolls  (Mar),431K
2022-04-01,USD,Private Nonfarm Payrolls  (Mar),426K
2022-04-01,USD,U6 Unemployment Rate  (Mar),6.9%
2022-04-01,USD,Unemployment Rate  (Mar),3.6%
2022-04-01,USD,ISM Manufacturing PMI  (Mar),57.1
2022-04-05,USD,ISM Non-Manufacturing PMI  (Mar),58.3
2022-04-07,USD,Continuing Jobless Claims,"1,523K"
2022-04-07,USD,Initial Jobless Claims,166K
2022-04-11,CNY,CPI (MoM)  (Mar),0.0%
2022-04-11,CNY,CPI (YoY)  (Mar),1.5%
2022-04-11,GBP,GDP (MoM),0.1%
2022-04-11,GBP,GDP (YoY),9.5%
2022-04-11,GBP,Monthly GDP 3M/3M Change,1.0%
2022-04-11,GBP,NIESR Monthly GDP Tracker,1.0%
2022-04-12,EUR,German CPI (MoM)  (Mar),2.5%
2022-04-12,EUR,German CPI (YoY)  (Mar),7.3%
2022-04-12,GBP,Employment Change 3M/3M (MoM)  (Feb),10K
2022-04-12,GBP,Unemployment Rate  (Feb),3.8%
2022-04-12,USD,Core CPI (MoM)  (Mar),0.3%
2022-04-12,USD,Core CPI (YoY)  (Mar),6.5%
2022-04-12,USD,CPI (YoY)  (Mar),8.5%
2022-04-12,USD,CPI (MoM)  (Mar),1.2%
2022-04-13,GBP,CPI (MoM)  (Mar),1.1%
2022-04-13,GBP,CPI (YoY)  (Mar),7.0%
2022-04-13,GBP,CPIH (YoY),6.2%
2022-04-14,USD,Continuing Jobless Claims,"1,475K"
2022-04-14,USD,Initial Jobless Claims,185K
2022-04-18,CNY,GDP (QoQ)  (Q1),1.3%
2022-04-18,CNY,GDP (YoY)  (Q1),4.8%
2022-04-18,CNY,Chinese GDP YTD  (YoY)  (Q1),4.8%
2022-04-18,CNY,Chinese Unemployment Rate,5.8%
2022-04-20,CNY,PBoC Loan Prime Rate,3.70%
2022-04-21,USD,Continuing Jobless Claims,"1,417K"
2022-04-21,USD,Initial Jobless Claims,184K
2022-04-22,JPY,National Core CPI (YoY)  (Mar),0.8%
2022-04-22,JPY,National CPI (MoM),0.4%
2022-04-26,JPY,BoJ Core CPI (YoY),1.1%
2022-04-28,EUR,German CPI (YoY)  (Apr),7.4%
2022-04-28,EUR,German CPI (MoM)  (Apr),0.8%
2022-04-28,JPY,BoJ Monetary Policy Statement,
2022-04-28,JPY,BoJ Interest Rate Decision,-0.10%
2022-04-28,USD,Continuing Jobless Claims,"1,408K"
2022-04-28,USD,Core PCE Prices  (Q1),5.20%
2022-04-28,USD,GDP (QoQ)  (Q1),-1.4%
2022-04-28,USD,GDP Price Index (QoQ)  (Q1),8.0%
2022-04-28,USD,Initial Jobless Claims,180K
2022-04-29,EUR,German GDP (QoQ)  (Q1),0.2%
2022-04-29,EUR,German GDP (YoY)  (Q1),4.0%
2022-04-29,USD,Core PCE Price Index (YoY)  (Mar),5.2%
2022-04-29,USD,Core PCE Price Index (MoM)  (Mar),0.3%
2022-04-29,USD,PCE price index (MoM)  (Mar),0.9%
2022-04-29,USD,PCE Price index (YoY)  (Mar),6.6
2022-04-29,USD,Chicago PMI  (Apr),56.4
2022-04-30,CNY,Chinese Composite PMI  (Apr),42.7
2022-04-30,CNY,Manufacturing PMI  (Apr),47.4
2022-04-30,CNY,Non-Manufacturing PMI  (Apr),41.9
2022-05-02,USD,ISM Manufacturing PMI  (Apr),55.4
2022-05-03,EUR,German Unemployment Change  (Apr),-13K
2022-05-03,EUR,German Unemployment Rate  (Apr),5.0%
2022-05-04,USD,ADP Nonfarm Employment Change  (Apr),247K
2022-05-04,USD,ISM Non-Manufacturing PMI  (Apr),57.1
2022-05-05,GBP,BoE Interest Rate Decision  (May),1.00%
2022-05-05,USD,FOMC Statement,
2022-05-05,USD,Fed Interest Rate Decision,1.00%
2022-05-05,USD,Continuing Jobless Claims,"1,384K"
2022-05-05,USD,Initial Jobless Claims,200K
2022-05-06,JPY,Tokyo Core CPI (YoY)  (Apr),1.9%
2022-05-06,USD,Nonfarm Payrolls  (Apr),428K
2022-05-06,USD,Private Nonfarm Payrolls  (Apr),406K
2022-05-06,USD,U6 Unemployment Rate  (Apr),7.0%
2022-05-06,USD,Unemployment Rate  (Apr),3.6%
2022-05-11,CNY,CPI (YoY)  (Apr),2.1%
2022-05-11,CNY,CPI (MoM)  (Apr),0.4%
2022-05-11,EUR,German CPI (YoY)  (Apr),7.4%
2022-05-11,EUR,German CPI (MoM)  (Apr),0.8%
2022-05-11,USD,Core CPI (YoY)  (Apr),6.2%
2022-05-11,USD,Core CPI (MoM)  (Apr),0.6%
2022-05-11,USD,CPI (MoM)  (Apr),0.3%
2022-05-11,USD,CPI (YoY)  (Apr),8.3%
2022-05-12,GBP,GDP (YoY)  (Q1),8.7%
2022-05-12,GBP,GDP (MoM),-0.1%
2022-05-12,GBP,GDP (QoQ)  (Q1),0.8%
2022-05-12,GBP,Monthly GDP 3M/3M Change,0.8%
2022-05-12,GBP,NIESR Monthly GDP Tracker,0.3%
2022-05-12,GBP,NIESR GDP Estimate,0.3%
2022-05-12,USD,Continuing Jobless Claims,"1,343K"
2022-05-12,USD,Initial Jobless Claims,203K
2022-05-16,CNY,Chinese Unemployment Rate,6.1%
2022-05-17,GBP,Employment Change 3M/3M (MoM)  (Mar),83K
2022-05-17,GBP,Unemployment Rate  (Mar),3.7%
2022-05-18,GBP,CPI (YoY)  (Apr),9.0%
2022-05-18,GBP,CPI (MoM)  (Apr),2.5%
2022-05-18,GBP,CPIH (YoY),7.8%
2022-05-18,JPY,GDP (YoY)  (Q1),-1.0%
2022-05-18,JPY,GDP (YoY)  (Q1),-1.0%
2022-05-18,JPY,GDP Price Index (YoY)  (Q1),-0.4%
2022-05-19,USD,Continuing Jobless Claims,"1,317K"
2022-05-19,USD,Initial Jobless Claims,218K
2022-05-20,CNY,PBoC Loan Prime Rate,3.70%
2022-05-20,JPY,National Core CPI (YoY)  (Apr),2.1%
2022-05-20,JPY,National CPI (MoM),0.2%
2022-05-24,JPY,BoJ Core CPI (YoY),1.4%
2022-05-25,EUR,German GDP (QoQ)  (Q1),0.2%
2022-05-25,EUR,German GDP (YoY)  (Q1),4.0%
2022-05-26,USD,Continuing Jobless Claims,"1,346K"
2022-05-26,USD,Core PCE Prices  (Q1),5.10%
2022-05-26,USD,GDP (QoQ)  (Q1),-1.5%
2022-05-26,USD,GDP Price Index (QoQ)  (Q1),8.1%
2022-05-26,USD,Initial Jobless Claims,210K
2022-05-27,JPY,Tokyo Core CPI (YoY)  (May),1.9%
2022-05-27,USD,Core PCE Price Index (MoM)  (Apr),0.3%
2022-05-27,USD,Core PCE Price Index (YoY)  (Apr),4.9%
2022-05-27,USD,PCE price index (MoM)  (Apr),0.2%
2022-05-27,USD,PCE Price index (YoY)  (Apr),6.3
2022-05-30,EUR,German CPI (YoY)  (May),7.9%
2022-05-30,EUR,German CPI (MoM)  (May),0.9%
2022-05-31,CNY,Chinese Composite PMI  (May),48.4
2022-05-31,CNY,Manufacturing PMI  (May),49.6
2022-05-31,CNY,Non-Manufacturing PMI  (May),47.8
2022-05-31,EUR,German Unemployment Change  (May),-4K
2022-05-31,EUR,German Unemployment Rate  (May),5.0%
2022-05-31,USD,Chicago PMI  (May),60.3
2022-06-01,USD,ISM Manufacturing PMI  (May),56.1
2022-06-02,USD,ADP Nonfarm Employment Change  (May),128K
2022-06-02,USD,Continuing Jobless Claims,"1,309K"
2022-06-02,USD,Initial Jobless Claims,200K
2022-06-03,USD,Nonfarm Payrolls  (May),390K
2022-06-03,USD,Private Nonfarm Payrolls  (May),333K
2022-06-03,USD,U6 Unemployment Rate  (May),7.1%
2022-06-03,USD,Unemployment Rate  (May),3.6%
2022-06-03,USD,ISM Non-Manufacturing PMI  (May),55.9
2022-06-08,JPY,GDP (YoY)  (Q1),-0.5%
2022-06-08,JPY,GDP (QoQ)  (Q1),-0.1%
2022-06-08,JPY,GDP Price Index (YoY)  (Q1),-0.5%
2022-06-09,USD,Continuing Jobless Claims,"1,306K"
2022-06-09,USD,Initial Jobless Claims,229K
2022-06-10,CNY,CPI (MoM)  (May),-0.2%
2022-06-10,CNY,CPI (YoY)  (May),2.1%
2022-06-10,USD,Core CPI (MoM)  (May),0.6%
2022-06-10,USD,Core CPI (YoY)  (May),6.0%
2022-06-10,USD,CPI (YoY)  (May),8.6%
2022-06-10,USD,CPI (MoM)  (May),1.0%
2022-06-13,GBP,GDP (QoQ),0.2%
2022-06-13,GBP,GDP (MoM),-0.3%
2022-06-13,GBP,GDP (YoY),3.4%
2022-06-13,GBP,Monthly GDP 3M/3M Change,0.2%
2022-06-13,GBP,NIESR GDP Estimate,-0.1%
2022-06-14,EUR,German CPI (MoM)  (May),0.9%
2022-06-14,EUR,German CPI (YoY)  (May),7.9%
2022-06-14,GBP,Employment Change 3M/3M (MoM)  (Apr),177K
2022-06-14,GBP,Unemployment Rate  (Apr),3.8%
2022-06-15,CNY,Chinese Unemployment Rate,5.9%
2022-06-16,GBP,BoE Interest Rate Decision  (Jun),1.25%
2022-06-16,USD,Interest Rate Projection - 1st Yr  (Q2),3.80
2022-06-16,USD,Interest Rate Projection - 2nd Yr  (Q2),3.4
2022-06-16,USD,Interest Rate Projection - Current  (Q2),3.4
2022-06-16,USD,Interest Rate Projection - Longer  (Q2),2.5
2022-06-16,USD,FOMC Statement,
2022-06-16,USD,Fed Interest Rate Decision,1.75%
2022-06-16,USD,Continuing Jobless Claims,"1,312K"
2022-06-16,USD,Initial Jobless Claims,229K
2022-06-17,JPY,BoJ Interest Rate Decision,-0.10%
2022-06-17,JPY,BoJ Monetary Policy Statement,
2022-06-17,JPY,BoJ Interest Rate Decision,-0.10%
2022-06-20,CNY,PBoC Loan Prime Rate,3.70%
2022-06-22,GBP,CPI (YoY)  (May),9.1%
2022-06-22,GBP,CPI (MoM)  (May),0.7%
2022-06-22,GBP,CPIH (YoY),7.9%
2022-06-23,USD,Continuing Jobless Claims,"1,315K"
2022-06-23,USD,Initial Jobless Claims,229K
2022-06-24,JPY,National Core CPI (YoY)  (May),2.1%
2022-06-28,JPY,BoJ Core CPI (YoY),1.5%
2022-06-29,EUR,German CPI (MoM)  (Jun),0.1%
2022-06-29,EUR,German CPI (YoY)  (Jun),7.6%
2022-06-29,USD,Core PCE Prices  (Q1),5.20%
2022-06-29,USD,GDP (QoQ)  (Q1),-1.6%
2022-06-29,USD,GDP Price Index (QoQ)  (Q1),8.3%
2022-06-30,CNY,Chinese Composite PMI  (Jun),54.1
2022-06-30,CNY,Manufacturing PMI  (Jun),50.2
2022-06-30,CNY,Non-Manufacturing PMI  (Jun),54.7
2022-06-30,EUR,German Unemployment Change  (Jun),133K
2022-06-30,EUR,German Unemployment Rate  (Jun),5.3%
2022-06-30,GBP,GDP (YoY)  (Q1),8.7%
2022-06-30,GBP,GDP (QoQ)  (Q1),0.8%
2022-06-30,USD,Continuing Jobless Claims,"1,328K"
2022-06-30,USD,Core PCE Price Index (MoM)  (May),0.3%
2022-06-30,USD,Core PCE Price Index (YoY)  (May),4.7%
2022-06-30,USD,Initial Jobless Claims,231K
2022-06-30,USD,PCE Price index (YoY)  (May),6.3
2022-06-30,USD,PCE price index (MoM)  (May),0.6%
2022-06-30,USD,Chicago PMI  (Jun),56.0
2022-07-01,JPY,Tokyo Core CPI (YoY)  (Jun),2.1%
2022-07-01,USD,ISM Manufacturing PMI  (Jun),53.0
2022-07-06,USD,ISM Non-Manufacturing PMI  (Jun),55.3
2022-07-07,USD,Continuing Jobless Claims,"1,375K"
2022-07-07,USD,Initial Jobless Claims,235K
2022-07-08,USD,Nonfarm Payrolls  (Jun),372K
2022-07-08,USD,Private Nonfarm Payrolls  (Jun),381K
2022-07-08,USD,U6 Unemployment Rate  (Jun),6.7%
2022-07-08,USD,Unemployment Rate  (Jun),3.6%
2022-07-09,CNY,CPI (MoM)  (Jun),0.0%
2022-07-09,CNY,CPI (YoY)  (Jun),2.5%
2022-07-13,EUR,German CPI (MoM)  (Jun),0.1%
2022-07-13,EUR,German CPI (YoY)  (Jun),7.6%
2022-07-13,GBP,GDP (YoY),3.5%
2022-07-13,GBP,GDP (MoM),0.5%
2022-07-13,GBP,GDP (QoQ),0.4%
2022-07-13,GBP,Monthly GDP 3M/3M Change,0.4%
2022-07-13,GBP,NIESR Monthly GDP Tracker,0.2%
2022-07-13,USD,Core CPI (MoM)  (Jun),0.7%
2022-07-13,USD,Core CPI (YoY)  (Jun),5.9%
2022-07-13,USD,CPI (YoY)  (Jun),9.1%
2022-07-13,USD,CPI (MoM)  (Jun),1.3%
2022-07-14,USD,Continuing Jobless Claims,"1,331K"
2022-07-14,USD,Initial Jobless Claims,244K
2022-07-15,CNY,GDP (QoQ)  (Q2),-2.6%
2022-07-15,CNY,GDP (YoY)  (Q2),0.4%
2022-07-15,CNY,Chinese GDP YTD  (YoY)  (Q2),2.5%
2022-07-15,CNY,Chinese Unemployment Rate,5.5%
2022-07-19,GBP,Employment Change 3M/3M (MoM)  (May),296K
2022-07-19,GBP,Unemployment Rate  (May),3.8%
2022-07-20,CNY,PBoC Loan Prime Rate,3.70%
2022-07-20,GBP,CPI (MoM)  (Jun),0.8%
2022-07-20,GBP,CPI (YoY)  (Jun),9.4%
2022-07-20,GBP,CPIH (YoY),8.2%
2022-07-21,JPY,BoJ Interest Rate Decision,-0.10%
2022-07-21,USD,Continuing Jobless Claims,"1,384K"
2022-07-21,USD,Initial Jobless Claims,251K
2022-07-22,JPY,National Core CPI (YoY)  (Jun),2.2%
2022-07-22,JPY,National CPI (MoM),0.0%
2022-07-26,JPY,BoJ Core CPI (YoY),1.6%
2022-07-28,EUR,German CPI (MoM)  (Jul),0.9%
2022-07-28,EUR,German CPI (YoY)  (Jul),7.5%
2022-07-28,USD,FOMC Statement,
2022-07-28,USD,Fed Interest Rate Decision,2.50%
2022-07-28,USD,Continuing Jobless Claims,"1,359K"
2022-07-28,USD,Core PCE Prices  (Q2),4.40%
2022-07-28,USD,GDP (QoQ)  (Q2),-0.9%
2022-07-28,USD,GDP Price Index (QoQ)  (Q2),8.9%
2022-07-28,USD,Initial Jobless Claims,256K
2022-07-29,EUR,German Unemployment Change  (Jul),48K
2022-07-29,EUR,German Unemployment Rate  (Jul),5.4%
2022-07-29,EUR,German GDP (YoY)  (Q2),1.5%
2022-07-29,EUR,German GDP (QoQ)  (Q2),0.0%
2022-07-29,JPY,Tokyo Core CPI (YoY)  (Jul),2.3%
2022-07-29,USD,Core PCE Price Index (MoM)  (Jun),0.6%
2022-07-29,USD,Core PCE Price Index (YoY)  (Jun),4.8%
2022-07-29,USD,PCE price index (MoM)  (Jun),1.0%
2022-07-29,USD,PCE Price index (YoY)  (Jun),6.8%
2022-07-29,USD,Chicago PMI  (Jul),52.1
2022-07-31,CNY,Chinese Composite PMI  (Jul),52.5
2022-07-31,CNY,Manufacturing PMI  (Jul),49.0
2022-07-31,CNY,Non-Manufacturing PMI  (Jul),53.8
2022-08-01,USD,ISM Manufacturing PMI  (Jul),52.8
2022-08-03,USD,ISM Non-Manufacturing PMI  (Jul),56.7
2022-08-04,GBP,BoE Interest Rate Decision  (Aug),1.75%
2022-08-04,USD,Continuing Jobless Claims,"1,416K"
2022-08-04,USD,Initial Jobless Claims,260K
2022-08-05,USD,Nonfarm Payrolls  (Jul),528K
2022-08-05,USD,Private Nonfarm Payrolls  (Jul),471K
2022-08-05,USD,U6 Unemployment Rate  (Jul),6.7%
2022-08-05,USD,Unemployment Rate  (Jul),3.5%
2022-08-10,CNY,CPI (MoM)  (Jul),0.5%
2022-08-10,CNY,CPI (YoY)  (Jul),2.7%
2022-08-10,EUR,German CPI (YoY)  (Jul),7.5%
2022-08-10,EUR,German CPI (MoM)  (Jul),0.9%
2022-08-10,USD,Core CPI (MoM)  (Jul),0.3%
2022-08-10,USD,Core CPI (YoY)  (Jul),5.9%
2022-08-10,USD,CPI (MoM)  (Jul),0.0%
2022-08-10,USD,CPI (YoY)  (Jul),8.5%
2022-08-11,USD,Continuing Jobless Claims,"1,428K"
2022-08-11,USD,Initial Jobless Claims,262K
2022-08-12,GBP,GDP (MoM),-0.6%
2022-08-12,GBP,GDP (YoY)  (Q2),2.9%
2022-08-12,GBP,GDP (QoQ)  (Q2),-0.1%
2022-08-12,GBP,Monthly GDP 3M/3M Change,-0.1%
2022-08-12,GBP,NIESR Monthly GDP Tracker,0.0%
2022-08-15,CNY,Chinese Unemployment Rate,5.4%
2022-08-15,JPY,GDP (QoQ)  (Q2),0.5%
2022-08-15,JPY,GDP (YoY)  (Q2),2.2%
2022-08-15,JPY,GDP Price Index (YoY)  (Q2),-0.4%
2022-08-16,GBP,Employment Change 3M/3M (MoM)  (Jun),160K
2022-08-16,GBP,Unemployment Rate  (Jun),3.8%
2022-08-17,GBP,CPI (YoY)  (Jul),10.1%
2022-08-17,GBP,CPI (MoM)  (Jul),0.6%
2022-08-17,GBP,CPIH (YoY),8.8%
2022-08-18,USD,Continuing Jobless Claims,"1,437K"
2022-08-18,USD,Initial Jobless Claims,250K
2022-08-19,JPY,National Core CPI (YoY)  (Jul),2.4%
2022-08-19,JPY,National CPI (MoM),0.5%
2022-08-22,CNY,PBoC Loan Prime Rate,3.65%
2022-08-23,JPY,BoJ Core CPI (YoY),1.8%
2022-08-25,EUR,German GDP (YoY)  (Q2),1.8%
2022-08-25,EUR,German GDP (QoQ)  (Q2),0.1%
2022-08-25,USD,Continuing Jobless Claims,"1,415K"
2022-08-25,USD,Core PCE Prices  (Q2),4.40%
2022-08-25,USD,GDP (QoQ)  (Q2),-0.6%
2022-08-25,USD,GDP Price Index (QoQ)  (Q2),9.0%
2022-08-25,USD,Initial Jobless Claims,243K
2022-08-26,JPY,Tokyo Core CPI (YoY)  (Aug),2.6%
2022-08-26,USD,Core PCE Price Index (MoM)  (Jul),0.1%
2022-08-26,USD,Core PCE Price Index (YoY)  (Jul),4.6%
2022-08-26,USD,PCE price index (MoM)  (Jul),-0.1%
2022-08-26,USD,PCE Price index (YoY)  (Jul),6.3%
2022-08-30,EUR,German CPI (YoY)  (Aug),7.9%
2022-08-30,EUR,German CPI (MoM)  (Aug),0.3%
2022-08-31,CNY,Chinese Composite PMI  (Aug),51.7
2022-08-31,CNY,Manufacturing PMI  (Aug),49.4
2022-08-31,CNY,Non-Manufacturing PMI  (Aug),52.6
2022-08-31,EUR,German Unemployment Change  (Aug),28K
2022-08-31,EUR,German Unemployment Rate  (Aug),5.5%
2022-08-31,USD,ADP Nonfarm Employment Change  (Aug),132K
2022-08-31,USD,Chicago PMI  (Aug),52.2
2022-09-01,USD,Continuing Jobless Claims,"1,438K"
2022-09-01,USD,Initial Jobless Claims,232K
2022-09-01,USD,ISM Manufacturing PMI  (Aug),52.8
2022-09-02,USD,Nonfarm Payrolls  (Aug),315K
2022-09-02,USD,Private Nonfarm Payrolls  (Aug),308K
2022-09-02,USD,U6 Unemployment Rate  (Aug),7.0%
2022-09-02,USD,Unemployment Rate  (Aug),3.7%
2022-09-06,USD,ISM Non-Manufacturing PMI  (Aug),56.9
2022-09-08,JPY,GDP (YoY)  (Q2),3.5%
2022-09-08,JPY,GDP (QoQ)  (Q2),0.9%
2022-09-08,JPY,GDP Price Index (YoY)  (Q2),-0.3%
2022-09-08,USD,Continuing Jobless Claims,"1,473K"
2022-09-08,USD,Initial Jobless Claims,222K
2022-09-09,CNY,CPI (YoY)  (Aug),2.5%
2022-09-09,CNY,CPI (MoM)  (Aug),-0.1%
2022-09-12,GBP,GDP (MoM),0.2%
2022-09-12,GBP,GDP (YoY),2.3%
2022-09-12,GBP,Monthly GDP 3M/3M Change,0.0%
2022-09-13,EUR,German CPI (MoM)  (Aug),0.3%
2022-09-13,EUR,German CPI (YoY)  (Aug),7.9%
2022-09-13,GBP,Employment Change 3M/3M (MoM)  (Jul),40K
2022-09-13,GBP,Unemployment Rate  (Jul),3.6%
2022-09-13,USD,Core CPI (MoM)  (Aug),0.6%
2022-09-13,USD,Core CPI (YoY)  (Aug),6.3%
2022-09-13,USD,CPI (YoY)  (Aug),8.3%
2022-09-13,USD,CPI (MoM)  (Aug),0.1%
2022-09-14,GBP,CPI (YoY)  (Aug),9.9%
2022-09-14,GBP,CPI (MoM)  (Aug),0.5%
2022-09-14,GBP,CPIH (YoY),8.6%
2022-09-15,USD,Continuing Jobless Claims,"1,403K"
2022-09-15,USD,Initial Jobless Claims,213K
2022-09-16,CNY,Chinese Unemployment Rate,5.3%
2022-09-20,CNY,PBoC Loan Prime Rate,3.65%
2022-09-20,JPY,National Core CPI (YoY)  (Aug),2.8%
2022-09-22,GBP,BoE Interest Rate Decision  (Sep),2.25%
2022-09-22,JPY,BoJ Interest Rate Decision,-0.10%
2022-09-22,JPY,BoJ Monetary Policy Statement,
2022-09-22,JPY,BoJ Core CPI (YoY),1.9%
2022-09-22,USD,Interest Rate Projection - 1st Yr  (Q3),4.6%
2022-09-22,USD,Interest Rate Projection - 2nd Yr  (Q3),3.9%
2022-09-22,USD,Interest Rate Projection - 3rd Yr  (Q3),2.9%
2022-09-22,USD,Interest Rate Projection - Current  (Q3),4.4%
2022-09-22,USD,Interest Rate Projection - Longer  (Q3),2.5%
2022-09-22,USD,FOMC Statement,
2022-09-22,USD,Fed Interest Rate Decision,3.25%
2022-09-22,USD,Continuing Jobless Claims,"1,379K"
2022-09-22,USD,Initial Jobless Claims,213K
2022-09-29,EUR,German CPI (MoM)  (Sep),1.9%
2022-09-29,EUR,German CPI (YoY)  (Sep),10.0%
2022-09-29,USD,Continuing Jobless Claims,"1,347K"
2022-09-29,USD,Core PCE Prices  (Q2),4.70%
2022-09-29,USD,GDP (QoQ)  (Q2),-0.6%
2022-09-29,USD,GDP Price Index (QoQ)  (Q2),9.1%
2022-09-29,USD,Initial Jobless Claims,193K
2022-09-30,CNY,Chinese Composite PMI  (Sep),50.9
2022-09-30,CNY,Manufacturing PMI  (Sep),50.1
2022-09-30,CNY,Non-Manufacturing PMI  (Sep),50.6
2022-09-30,EUR,German Unemployment Change  (Sep),14K
2022-09-30,EUR,German Unemployment Rate  (Sep),5.5%
2022-09-30,GBP,GDP (YoY)  (Q2),4.4%
2022-09-30,GBP,GDP (QoQ)  (Q2),0.2%
2022-09-30,USD,Core PCE Price Index (MoM)  (Aug),0.6%
2022-09-30,USD,Core PCE Price Index (YoY)  (Aug),4.9%
2022-09-30,USD,PCE Price index (YoY)  (Aug),6.2%
2022-09-30,USD,PCE price index (MoM)  (Aug),0.3%
2022-09-30,USD,Chicago PMI  (Sep),45.7
2022-10-03,USD,ISM Manufacturing PMI  (Sep),50.9
2022-10-04,JPY,Tokyo Core CPI (YoY)  (Sep),2.8%
2022-10-05,USD,ADP Nonfarm Employment Change  (Sep),208K
2022-10-05,USD,ISM Non-Manufacturing PMI  (Sep),56.7
2022-10-06,USD,Continuing Jobless Claims,"1,361K"
2022-10-06,USD,Initial Jobless Claims,219K
2022-10-07,USD,Nonfarm Payrolls  (Sep),263K
2022-10-07,USD,Private Nonfarm Payrolls  (Sep),288K
2022-10-07,USD,U6 Unemployment Rate  (Sep),6.7%
2022-10-07,USD,Unemployment Rate  (Sep),3.5%
2022-10-11,GBP,Employment Change 3M/3M (MoM)  (Aug),-109K
2022-10-11,GBP,Unemployment Rate  (Aug),3.5%
2022-10-12,GBP,GDP (MoM),-0.3%
2022-10-12,GBP,GDP (YoY),2.0%
2022-10-12,GBP,Monthly GDP 3M/3M Change,-0.3%
2022-10-12,GBP,NIESR Monthly GDP Tracker,-0.3%
2022-10-13,EUR,German CPI (MoM)  (Sep),1.9%
2022-10-13,EUR,German CPI (YoY)  (Sep),10.0%
2022-10-13,USD,Continuing Jobless Claims,"1,368K"
2022-10-13,USD,Core CPI (YoY)  (Sep),6.6%
2022-10-13,USD,Core CPI (MoM)  (Sep),0.6%
2022-10-13,USD,CPI (MoM)  (Sep),0.4%
2022-10-13,USD,CPI (YoY)  (Sep),8.2%
2022-10-13,USD,Initial Jobless Claims,228K
2022-10-14,CNY,CPI (YoY)  (Sep),2.8%
2022-10-14,CNY,CPI (MoM)  (Sep),0.3%
2022-10-19,GBP,CPI (MoM)  (Sep),0.5%
2022-10-19,GBP,CPI (YoY)  (Sep),10.1%
2022-10-19,GBP,CPIH (YoY),8.8%
2022-10-20,CNY,PBoC Loan Prime Rate,3.65%
2022-10-20,USD,Continuing Jobless Claims,"1,385K"
2022-10-20,USD,Initial Jobless Claims,214K
2022-10-21,JPY,National Core CPI (YoY)  (Sep),3.0%
2022-10-21,JPY,National CPI (MoM),0.3%
2022-10-24,CNY,GDP (YoY)  (Q3),3.9%
2022-10-24,CNY,GDP (QoQ)  (Q3),3.9%
2022-10-24,CNY,Chinese GDP YTD  (YoY)  (Q3),3.0%
2022-10-24,CNY,Chinese Unemployment Rate,5.5%
2022-10-25,JPY,BoJ Core CPI (YoY),2.0%
2022-10-27,USD,Continuing Jobless Claims,"1,438K"
2022-10-27,USD,Core PCE Prices  (Q3),4.50%
2022-10-27,USD,GDP (QoQ)  (Q3),2.6%
2022-10-27,USD,GDP Price Index (QoQ)  (Q3),4.1%
2022-10-27,USD,Initial Jobless Claims,217K
2022-10-28,EUR,German GDP (YoY)  (Q3),1.1%
2022-10-28,EUR,German GDP (QoQ)  (Q3),0.3%
2022-10-28,EUR,German CPI (MoM)  (Oct),0.9%
2022-10-28,EUR,German CPI (YoY)  (Oct),10.4%
2022-10-28,JPY,Tokyo Core CPI (YoY)  (Oct),3.4%
2022-10-28,JPY,BoJ Interest Rate Decision,-0.10%
2022-10-28,JPY,BoJ Monetary Policy Statement,
2022-10-28,USD,Core PCE Price Index (YoY)  (Sep),5.1%
2022-10-28,USD,Core PCE Price Index (MoM)  (Sep),0.5%
2022-10-28,USD,PCE Price index (YoY)  (Sep),6.2%
2022-10-28,USD,PCE price index (MoM)  (Sep),0.3%
2022-10-31,CNY,Chinese Composite PMI  (Oct),49.0
2022-10-31,CNY,Manufacturing PMI  (Oct),49.2
2022-10-31,CNY,Non-Manufacturing PMI  (Oct),48.7
2022-10-31,USD,Chicago PMI  (Oct),45.2
2022-11-01,USD,ISM Manufacturing PMI  (Oct),50.2
2022-11-02,EUR,German Unemployment Change  (Oct),8K
2022-11-02,EUR,German Unemployment Rate  (Oct),5.5%
2022-11-02,USD,ADP Nonfarm Employment Change  (Oct),239K
2022-11-03,GBP,BoE Interest Rate Decision  (Nov),3.00%
2022-11-03,USD,FOMC Statement,
2022-11-03,USD,Fed Interest Rate Decision,4.00%
2022-11-03,USD,Continuing Jobless Claims,"1,485K"
2022-11-03,USD,Initial Jobless Claims,217K
2022-11-03,USD,ISM Non-Manufacturing PMI  (Oct),54.4
