JK,bidikmisi,Sekolah,Kabupaten,Provinsi,Pilihan 1,Pilihan 2,Ranking Sekolah,Nilai Mapel UN,Lulus Pilihan,X1,X2,X3,X5,X6,X7,X8,X9,XT
1,0,736,93,6,25,24,49,85.77,0,10.0,10.7,1.0,10.7,10.7,10.7,10.7,11.3,75.9
1,1,34,61,6,3,1,204,82.93,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,10.6,74.0
1,0,433,19,6,17,20,122,84.93,1,10.8,10.6,1.0,10.6,10.6,10.6,10.6,9.4,74.3
1,0,715,61,6,25,28,116,79.65,0,10.8,10.0,1.0,10.0,10.0,10.0,10.0,10.6,72.2
0,0,41,70,6,9,10,82,80.02,0,10.1,10.0,1.0,10.0,10.0,10.0,10.0,7.5,68.6
0,0,187,15,6,4,5,138,82.88,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,10.0,73.3
0,0,187,15,6,5,4,138,83.8,1,10.6,10.5,1.0,10.5,10.5,10.5,10.5,10.0,74.0
0,1,195,61,6,10,27,163,81.39,0,10.2,10.2,1.0,10.2,10.2,10.2,10.2,10.6,72.7
0,1,195,61,6,10,11,126,80.08,0,10.2,10.0,1.0,10.0,10.0,10.0,10.0,10.6,71.9
0,0,187,15,6,5,15,138,84.93,1,10.7,10.6,1.0,10.6,10.6,10.6,10.6,10.0,74.8
0,0,187,15,6,4,15,138,84.08,0,10.7,10.5,1.0,10.5,10.5,10.5,10.5,10.0,74.2
0,0,187,15,6,10,5,138,82.17,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,10.0,72.8
0,0,796,71,6,4,28,46,87.07,0,10.4,10.9,1.0,10.9,10.9,10.9,10.9,7.5,73.3
0,0,187,15,6,11,13,138,82.39,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,10.0,72.9
1,1,361,19,6,27,25,166,79.62,0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,9.4,70.2
0,0,308,15,6,9,7,105,81.12,0,10.3,10.1,1.0,10.1,10.1,10.1,10.1,10.0,72.0
0,0,187,15,6,6,10,138,82.96,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,10.0,73.3
0,0,678,93,6,10,5,64,81.48,0,10.5,10.2,1.0,10.2,10.2,10.2,10.2,11.3,73.7
0,0,187,15,6,10,5,138,83.51,0,10.6,10.4,1.0,10.4,10.4,10.4,10.4,10.0,73.8
0,0,187,15,6,22,13,138,82.19,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,10.0,72.8
0,1,361,19,6,9,3,166,79.13,0,10.0,9.9,1.0,9.9,9.9,9.9,9.9,9.4,69.8
1,0,115,93,6,0,2,107,84.92,1,10.9,10.6,1.1,10.6,10.6,10.6,10.6,11.3,76.2
0,0,327,93,6,0,10,335,86.63,1,10.9,10.8,1.0,10.8,10.8,10.8,10.8,11.3,76.3
1,0,187,15,6,5,25,138,82.48,1,10.4,10.3,1.0,10.3,10.3,10.3,10.3,10.0,73.0
1,0,187,15,6,4,10,138,81.1,0,10.3,10.1,1.0,10.1,10.1,10.1,10.1,10.0,71.9
1,0,443,70,6,8,25,121,79.01,0,9.9,9.9,1.0,9.9,9.9,9.9,9.9,7.5,67.8
1,1,51,37,6,22,6,120,80.07,0,10.1,10.0,1.0,10.0,10.0,10.0,10.0,7.5,68.7
0,0,27,61,6,5,10,87,83.34,1,10.5,10.4,1.0,10.4,10.4,10.4,10.4,10.6,74.2
0,0,338,93,6,0,16,106,83.87,1,10.6,10.5,1.0,10.5,10.5,10.5,10.5,11.3,74.2
0,0,258,15,6,0,28,188,84.28,1,10.6,10.5,1.0,10.5,10.5,10.5,10.5,10.0,73.3
1,0,247,15,6,0,5,185,85.23,1,10.6,10.7,1.0,10.7,10.7,10.7,10.7,10.0,73.9
1,0,177,61,6,0,6,172,85.76,1,10.7,10.7,1.0,10.7,10.7,10.7,10.7,10.6,74.9
0,0,177,61,6,9,14,236,89.47,1,11.3,11.2,1.0,11.2,11.2,11.2,11.2,10.6,78.9
0,0,455,93,6,27,4,268,80.14,0,10.2,10.0,1.0,10.0,10.0,10.0,10.0,11.3,72.6
0,0,480,93,6,22,6,132,81.21,1,10.3,10.2,1.0,10.2,10.2,10.2,10.2,11.3,73.3
0,0,455,93,6,21,4,268,85.6,1,10.9,10.7,1.0,10.7,10.7,10.7,10.7,11.3,76.6
0,0,34,61,6,22,20,160,84.26,2,10.7,10.5,1.0,10.5,10.5,10.5,10.5,10.6,75.0
0,0,288,15,6,5,10,145,86.42,1,11.0,10.8,1.0,10.8,10.8,10.8,10.8,10.0,76.0
0,0,583,61,6,9,28,17,81.74,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,10.6,73.1
0,0,187,15,6,4,10,138,81.42,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,10.0,72.1
0,0,187,15,6,4,10,138,85.17,0,10.8,10.6,1.0,10.6,10.6,10.6,10.6,10.0,75.0
0,0,583,61,6,21,14,17,83.28,0,10.5,10.4,1.1,10.4,10.4,10.4,10.4,10.6,74.2
0,0,642,65,6,4,10,157,81.72,0,10.5,10.2,1.0,10.2,10.2,10.2,10.2,10.0,72.6
0,1,195,61,6,21,7,126,79.41,0,10.1,9.9,1.0,9.9,9.9,9.9,9.9,10.6,71.4
0,1,266,18,6,16,21,112,84.35,0,10.7,10.5,1.0,10.5,10.5,10.5,10.5,7.5,71.9
0,0,187,15,6,4,22,138,82.56,2,10.5,10.3,1.0,10.3,10.3,10.3,10.3,10.0,73.1
1,0,19,93,6,0,11,22,84.73,1,10.7,10.6,1.0,10.6,10.6,10.6,10.6,11.3,74.9
0,1,195,61,6,11,14,126,78.92,0,10.0,9.9,1.0,9.9,9.9,9.9,9.9,10.6,71.0
0,0,429,93,6,0,10,259,82.47,1,10.5,10.3,1.0,10.3,10.3,10.3,10.3,11.3,73.3
0,0,285,15,6,8,22,83,84.53,1,10.8,10.6,1.0,10.6,10.6,10.6,10.6,10.0,74.6
0,0,757,57,6,9,28,159,84.7,0,10.8,10.6,1.0,10.6,10.6,10.6,10.6,7.5,72.2
0,1,501,61,6,1,9,20,84.8,0,10.7,10.6,1.0,10.6,10.6,10.6,10.6,10.6,74.3
0,0,480,93,6,8,22,132,82.27,1,10.4,10.3,1.0,10.3,10.3,10.3,10.3,11.3,74.1
1,0,691,19,6,25,24,67,76.96,0,10.4,9.6,1.0,9.6,9.6,9.6,9.6,9.4,68.9
0,0,784,89,6,10,7,38,85.53,0,10.4,10.7,1.0,10.7,10.7,10.7,10.7,7.5,72.4
0,0,288,15,6,8,10,145,87.15,1,11.0,10.9,1.0,10.9,10.9,10.9,10.9,10.0,76.4
0,0,517,19,6,3,8,66,78.85,0,10.0,9.9,1.0,9.9,9.9,9.9,9.9,9.4,69.7
0,0,631,93,6,4,25,50,84.86,0,10.0,10.6,1.0,10.6,10.6,10.6,10.6,11.3,75.3
0,0,480,93,6,8,22,132,81.01,2,10.3,10.1,1.0,10.1,10.1,10.1,10.1,11.3,73.1
1,0,184,61,6,6,10,47,81.96,0,10.4,10.2,1.0,10.2,10.2,10.2,10.2,10.6,73.2
0,0,663,37,6,3,1,144,80.5,0,10.4,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.2
0,0,480,93,6,4,8,132,82.12,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,11.3,74.0
0,1,663,37,6,3,1,144,78.98,0,10.4,9.9,1.0,9.9,9.9,9.9,9.9,7.5,68.2
0,0,715,61,6,6,28,76,79.33,0,10.4,9.9,1.0,9.9,9.9,9.9,9.9,10.6,71.6
0,0,444,19,6,15,22,95,88.82,1,11.2,11.1,1.0,11.1,11.1,11.1,11.1,9.4,77.1
0,0,472,93,6,2,0,187,80.63,1,10.3,10.1,1.0,10.1,10.1,10.1,10.1,11.3,72.9
0,0,480,93,6,2,21,149,81.14,1,10.3,10.1,1.0,10.1,10.1,10.1,10.1,11.3,73.2
0,0,480,93,6,8,10,132,81.85,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,11.3,73.7
1,1,691,19,6,25,24,67,76.77,0,10.3,9.6,1.0,9.6,9.6,9.6,9.6,9.4,68.7
0,0,100,15,6,4,6,44,78.84,0,10.1,9.9,1.0,9.9,9.9,9.9,9.9,10.0,70.3
0,1,204,61,6,10,11,76,84.78,0,10.6,10.6,1.0,10.6,10.6,10.6,10.6,10.6,75.2
0,0,574,61,6,22,13,40,80.94,0,10.1,10.1,1.0,10.1,10.1,10.1,10.1,10.6,72.4
0,0,728,61,6,21,9,51,87.89,1,10.1,11.0,1.0,11.0,11.0,11.0,11.0,10.6,76.7
1,1,195,61,6,10,2,126,78.35,2,10.0,9.8,1.0,9.8,9.8,9.8,9.8,10.6,70.6
0,0,480,93,6,4,10,132,81.88,0,10.4,10.2,1.0,10.2,10.2,10.2,10.2,11.3,73.8
1,1,731,61,6,3,1,39,82.03,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,10.6,73.3
0,0,285,15,6,4,10,83,84.94,0,10.8,10.6,1.0,10.6,10.6,10.6,10.6,10.0,74.9
0,0,480,93,6,8,13,132,82.32,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,11.3,74.1
0,1,266,18,6,10,1,139,82.61,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,7.5,69.5
1,1,444,19,6,2,28,240,88.63,1,11.1,11.1,1.0,11.1,11.1,11.1,11.1,9.4,76.9
0,1,433,19,6,2,21,130,87.91,1,11.1,11.0,1.0,11.0,11.0,11.0,11.0,9.4,76.4
1,1,444,19,6,2,0,240,88.79,1,11.2,11.1,1.0,11.1,11.1,11.1,11.1,9.4,77.0
0,0,100,15,6,4,10,44,79.47,0,10.1,9.9,1.0,9.9,9.9,9.9,9.9,10.0,70.8
0,0,715,61,6,5,6,116,82.74,1,10.1,10.3,1.0,10.3,10.3,10.3,10.3,10.6,73.4
0,0,415,9,6,1,14,242,78.87,0,10.0,9.9,1.0,9.9,9.9,9.9,9.9,7.5,67.8
1,0,151,3,6,16,17,94,81.16,1,10.3,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.5
1,1,480,93,6,10,5,132,80.7,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,11.3,72.9
0,0,459,19,6,2,7,188,82.83,1,10.4,10.4,1.0,10.4,10.4,10.4,10.4,9.4,72.5
0,1,429,93,6,27,3,259,84.71,0,10.8,10.6,1.0,10.6,10.6,10.6,10.6,11.3,76.0
0,1,465,93,6,21,25,155,85.55,0,10.7,10.7,1.0,10.7,10.7,10.7,10.7,11.3,76.5
1,0,100,15,6,3,25,44,78.75,0,10.0,9.8,1.0,9.8,9.8,9.8,9.8,10.0,70.3
0,0,312,61,6,2,22,20,82.44,1,10.4,10.3,1.0,10.3,10.3,10.3,10.3,10.6,73.5
0,0,455,93,6,9,3,268,80.38,0,10.3,10.0,1.0,10.0,10.0,10.0,10.0,11.3,72.8
0,1,455,93,6,16,21,268,80.47,0,10.3,10.1,1.0,10.1,10.1,10.1,10.1,11.3,72.9
1,1,472,93,6,22,8,183,81.37,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,11.3,73.4
0,0,455,93,6,27,28,268,81.91,0,10.6,10.2,1.0,10.2,10.2,10.2,10.2,11.3,74.0
0,1,455,93,6,25,27,268,81.52,0,10.4,10.2,1.0,10.2,10.2,10.2,10.2,11.3,73.6
0,0,472,93,6,10,9,187,82.84,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,11.3,74.5
0,1,731,61,6,3,7,39,83.28,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,10.6,74.2
1,0,455,93,6,21,9,268,80.38,0,10.3,10.0,1.0,10.0,10.0,10.0,10.0,11.3,72.8
0,0,429,93,6,2,11,259,82.13,1,10.5,10.3,1.0,10.3,10.3,10.3,10.3,11.3,74.1
0,1,266,18,6,4,1,139,80.07,0,10.1,10.0,1.0,10.0,10.0,10.0,10.0,7.5,67.7
0,0,736,93,6,2,26,54,83.84,1,11.0,10.5,1.0,10.5,10.5,10.5,10.5,11.3,75.6
0,0,162,15,6,9,28,237,82.7,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,10.0,73.1
0,1,455,93,6,16,13,268,82.21,0,10.6,10.3,1.0,10.3,10.3,10.3,10.3,11.3,74.3
0,1,394,93,6,13,14,277,86.17,0,10.9,10.8,1.0,10.8,10.8,10.8,10.8,11.3,77.1
1,0,288,15,6,8,28,145,86.04,1,10.8,10.8,1.0,10.8,10.8,10.8,10.8,10.0,75.6
0,0,286,15,6,2,0,213,86.13,1,10.8,10.8,1.0,10.8,10.8,10.8,10.8,10.0,75.6
0,1,472,93,6,5,4,187,80.84,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,11.3,73.0
0,0,201,30,6,4,10,200,84.32,0,10.6,10.5,1.0,10.5,10.5,10.5,10.5,7.5,71.8
0,0,480,93,6,9,20,149,82.09,2,10.4,10.3,1.0,10.3,10.3,10.3,10.3,11.3,73.9
0,0,715,61,6,4,25,116,83.42,0,10.4,10.4,1.0,10.4,10.4,10.4,10.4,10.6,74.1
0,1,771,93,6,10,5,87,84.91,0,10.4,10.6,1.0,10.6,10.6,10.6,10.6,11.3,75.7
0,0,201,30,6,5,28,200,82.17,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,7.5,70.3
0,1,374,19,6,1,3,255,87.17,0,11.0,10.9,1.0,10.9,10.9,10.9,10.9,9.4,75.9
0,0,715,61,6,10,21,116,81.49,0,11.0,10.2,1.0,10.2,10.2,10.2,10.2,10.6,73.6
0,1,771,93,6,10,6,87,83.58,0,11.0,10.4,1.1,10.4,10.4,10.4,10.4,11.3,75.5
0,1,266,18,6,4,6,139,85.2,0,10.8,10.7,1.0,10.7,10.7,10.7,10.7,6.3,71.3
0,0,114,93,6,1,9,17,86.59,0,11.0,10.8,1.0,10.8,10.8,10.8,10.8,7.5,72.6
0,1,266,18,6,17,8,139,79.63,0,10.1,10.0,1.0,10.0,10.0,10.0,10.0,7.5,68.4
1,0,302,11,6,27,28,75,81.54,0,10.2,10.2,1.1,10.2,10.2,10.2,10.2,7.5,69.7
0,1,505,19,6,16,3,72,89.48,0,11.2,11.2,1.0,11.2,11.2,11.2,11.2,9.4,77.5
0,0,217,30,6,10,6,101,81.01,0,10.3,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.4
0,0,429,93,6,5,28,109,83.91,1,10.6,10.5,1.0,10.5,10.5,10.5,10.5,11.3,75.3
1,0,413,15,6,2,0,106,82.89,1,10.5,10.4,1.0,10.4,10.4,10.4,10.4,10.0,73.3
0,0,322,37,6,10,4,188,80.46,0,10.1,10.1,1.0,10.1,10.1,10.1,10.1,7.5,68.9
0,1,771,93,6,4,6,63,85.93,0,10.1,10.7,1.1,10.7,10.7,10.7,10.7,11.3,76.1
0,1,678,93,6,10,8,62,82.15,0,10.1,10.3,1.0,10.3,10.3,10.3,10.3,11.3,73.7
0,1,285,15,6,10,6,83,86.48,0,11.0,10.8,1.1,10.8,10.8,10.8,10.8,10.0,76.1
0,1,34,61,6,13,14,204,82.59,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,10.6,73.7
1,0,526,67,6,22,20,109,80.76,2,10.2,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.1
0,1,241,30,6,4,6,191,87.3,0,11.0,10.9,1.0,10.9,10.9,10.9,10.9,7.5,74.1
0,0,273,61,6,2,9,209,85.21,1,10.8,10.7,1.1,10.7,10.7,10.7,10.7,10.6,75.7
0,0,717,61,6,10,13,138,79.87,0,11.0,10.0,1.0,10.0,10.0,10.0,10.0,10.6,72.5
0,1,583,61,6,3,1,17,82.04,0,10.3,10.3,1.0,10.3,10.3,10.3,10.3,10.6,73.2
0,0,114,93,6,21,22,17,84.59,0,10.6,10.6,1.0,10.6,10.6,10.6,10.6,7.5,72.0
0,0,786,93,6,10,4,66,84.44,0,10.6,10.6,1.0,10.6,10.6,10.6,10.6,11.3,75.6
0,0,762,5,11,9,7,53,79.03,0,10.6,9.9,1.0,9.9,9.9,9.9,9.9,9.4,70.4
1,1,678,93,6,27,11,64,82.08,0,10.6,10.3,1.0,10.3,10.3,10.3,10.3,11.3,74.1
0,0,642,65,6,4,28,157,82.2,0,10.6,10.3,1.0,10.3,10.3,10.3,10.3,10.0,73.0
1,0,14,64,6,10,1,146,82.92,0,10.4,10.4,1.0,10.4,10.4,10.4,10.4,7.5,69.8
0,0,629,93,6,25,9,126,83.54,0,10.4,10.4,1.0,10.4,10.4,10.4,10.4,11.3,74.9
0,1,678,93,6,4,5,143,82.62,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,11.3,74.3
0,0,652,19,6,25,10,160,81.89,0,10.4,10.2,1.0,10.2,10.2,10.2,10.2,9.4,72.0
0,0,592,67,6,22,20,92,80.78,2,10.1,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.1
0,1,577,58,6,14,11,52,80.27,0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,7.5,68.7
0,0,237,61,6,17,1,77,82.02,1,10.4,10.3,1.0,10.3,10.3,10.3,10.3,10.6,72.3
0,1,34,61,6,11,28,160,82.9,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,10.6,74.0
1,1,771,93,6,4,10,63,84.55,0,10.5,10.6,1.0,10.6,10.6,10.6,10.6,11.3,75.6
0,0,686,30,6,10,11,112,80.75,0,10.5,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.5
0,0,142,16,6,25,28,108,84.0,0,10.6,10.5,1.0,10.5,10.5,10.5,10.5,7.5,71.6
1,1,209,58,6,25,10,97,82.05,0,10.4,10.3,1.1,10.3,10.3,10.3,10.3,6.3,68.9
0,0,622,61,6,3,1,1,83.31,0,10.4,10.4,1.0,10.4,10.4,10.4,10.4,7.5,70.9
1,0,645,15,6,4,10,153,86.16,0,10.4,10.8,1.0,10.8,10.8,10.8,10.8,10.0,75.2
0,0,472,93,6,10,8,187,81.7,0,10.4,10.2,1.0,10.2,10.2,10.2,10.2,11.3,73.7
0,0,161,65,6,1,3,130,81.87,0,10.4,10.2,1.0,10.2,10.2,10.2,10.2,10.0,72.6
0,1,678,93,6,15,8,143,83.27,0,10.4,10.4,1.0,10.4,10.4,10.4,10.4,11.3,74.7
0,1,284,11,6,21,11,123,81.3,0,10.1,10.2,1.0,10.2,10.2,10.2,10.2,7.5,69.4
1,0,29,11,6,9,6,157,82.19,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,7.5,70.2
0,0,678,93,6,10,5,143,82.44,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,11.3,74.1
0,0,472,93,6,4,5,187,80.75,0,10.3,10.1,1.0,10.1,10.1,10.1,10.1,11.3,73.0
1,0,465,93,6,2,0,155,82.01,1,10.3,10.3,1.0,10.3,10.3,10.3,10.3,11.3,73.9
0,1,429,93,6,21,14,259,84.6,0,10.8,10.6,1.0,10.6,10.6,10.6,10.6,11.3,75.9
0,1,391,59,6,13,28,106,82.64,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,7.5,70.5
1,0,19,93,6,4,10,131,82.37,0,10.5,10.3,1.0,10.3,10.3,10.3,10.3,11.3,74.2
0,0,29,11,6,4,28,157,81.2,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,7.5,69.6
0,0,391,59,6,9,7,106,81.83,0,10.2,10.2,1.0,10.2,10.2,10.2,10.2,7.5,69.9
0,1,586,93,6,11,27,23,83.65,0,10.5,10.5,1.0,10.5,10.5,10.5,10.5,11.3,75.0
1,0,459,19,6,7,28,188,81.07,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,9.4,71.2
0,0,429,93,6,4,10,109,85.1,0,10.7,10.6,1.0,10.6,10.6,10.6,10.6,11.3,76.1
0,1,586,93,6,20,9,23,84.51,1,10.6,10.6,1.0,10.6,10.6,10.6,10.6,11.3,75.6
1,1,263,37,6,22,14,58,84.22,0,10.5,10.5,1.0,10.5,10.5,10.5,10.5,7.5,71.7
0,1,586,93,6,13,21,23,86.26,0,10.8,10.8,1.0,10.8,10.8,10.8,10.8,11.3,77.0
1,0,645,15,6,25,28,36,83.35,0,10.8,10.4,1.0,10.4,10.4,10.4,10.4,10.0,73.9
0,0,645,15,6,25,13,36,81.06,0,10.8,10.1,1.0,10.1,10.1,10.1,10.1,10.0,72.5
0,0,642,65,6,10,13,154,78.72,0,10.8,9.8,1.0,9.8,9.8,9.8,9.8,10.0,71.0
1,0,130,17,7,27,28,92,81.69,0,10.1,10.2,1.0,10.2,10.2,10.2,10.2,7.5,69.7
0,0,50,50,6,9,8,101,82.83,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,7.5,70.8
0,0,761,11,6,9,28,106,79.16,0,10.5,9.9,1.0,9.9,9.9,9.9,9.9,7.5,68.5
0,0,808,61,6,10,4,45,80.68,0,10.5,10.1,1.0,10.1,10.1,10.1,10.1,10.6,72.6
0,0,252,25,6,25,21,136,81.31,0,10.2,10.2,1.0,10.2,10.2,10.2,10.2,7.5,69.5
0,1,748,61,6,6,11,6,84.72,0,10.2,10.6,1.0,10.6,10.6,10.6,10.6,10.6,74.8
0,0,415,9,6,14,7,242,80.09,0,10.1,10.0,1.0,10.0,10.0,10.0,10.0,7.5,68.7
0,0,78,61,6,9,11,35,84.01,0,10.6,10.5,1.0,10.5,10.5,10.5,10.5,10.6,74.7
1,0,298,15,6,4,28,138,86.14,0,10.9,10.8,1.0,10.8,10.8,10.8,10.8,10.0,75.7
0,0,698,93,6,21,16,105,86.13,1,10.9,10.8,1.0,10.8,10.8,10.8,10.8,11.3,77.0
0,0,31,61,6,6,28,87,80.04,0,10.2,10.0,1.2,10.0,10.0,10.0,10.0,10.6,72.1
1,0,201,30,6,16,17,157,81.4,1,10.2,10.2,1.0,10.2,10.2,10.2,10.2,7.5,69.6
1,0,678,93,6,27,28,64,82.13,0,10.2,10.3,1.0,10.3,10.3,10.3,10.3,11.3,73.8
0,0,393,9,6,11,28,119,82.72,0,10.4,10.3,1.0,10.3,10.3,10.3,10.3,7.5,70.6
0,0,450,93,6,2,10,238,82.67,1,10.5,10.3,1.0,10.3,10.3,10.3,10.3,11.3,74.4
1,0,429,93,6,22,28,109,81.87,1,10.4,10.2,1.0,10.2,10.2,10.2,10.2,11.3,73.9
0,1,111,19,6,4,6,141,88.63,0,11.1,11.1,1.0,11.1,11.1,11.1,11.1,9.4,76.9
0,0,797,18,6,9,10,86,81.0,0,11.1,10.1,1.0,10.1,10.1,10.1,10.1,7.5,70.2
0,0,28,93,6,10,28,34,80.66,0,10.0,10.1,1.0,10.1,10.1,10.1,10.1,11.3,72.7
1,0,273,61,6,6,5,132,83.61,1,10.5,10.5,1.0,10.5,10.5,10.5,10.5,10.6,74.4
0,0,377,60,2,14,28,201,86.44,1,11.0,10.8,1.0,10.8,10.8,10.8,10.8,7.5,73.5
0,0,455,93,6,21,10,268,81.75,0,10.5,10.2,1.0,10.2,10.2,10.2,10.2,11.3,73.8
0,1,694,93,6,11,22,104,85.19,0,10.5,10.6,1.1,10.6,10.6,10.6,10.6,11.3,76.1
1,0,593,61,6,13,17,23,80.0,0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.6,71.6
1,0,480,93,6,10,28,149,80.71,0,10.2,10.1,1.0,10.1,10.1,10.1,10.1,11.3,72.9
0,0,65,93,6,13,15,68,81.45,0,10.4,10.2,1.0,10.2,10.2,10.2,10.2,11.3,73.5
0,1,455,93,6,11,1,268,81.76,0,10.5,10.2,1.0,10.2,10.2,10.2,10.2,11.3,72.9
0,0,443,70,6,9,14,152,82.61,0,10.5,10.3,1.0,10.3,10.3,10.3,10.3,7.5,70.6
0,0,742,67,6,9,7,64,84.36,0,10.5,10.5,1.0,10.5,10.5,10.5,10.5,7.5,71.7
0,1,204,61,6,14,1,69,84.56,0,10.7,10.6,1.0,10.6,10.6,10.6,10.6,10.6,75.2
1,1,111,19,6,9,3,140,87.77,0,10.8,11.0,1.0,11.0,11.0,11.0,11.0,9.4,76.1
0,0,277,3,6,11,9,176,85.08,0,10.7,10.6,1.0,10.6,10.6,10.6,10.6,7.5,72.3
0,0,273,61,6,4,17,132,86.25,0,11.0,10.8,1.0,10.8,10.8,10.8,10.8,10.6,76.5
1,0,224,19,6,2,14,385,83.61,1,10.6,10.5,1.0,10.5,10.5,10.5,10.5,9.4,73.3
0,1,204,61,6,14,11,69,83.09,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,10.6,74.0
0,0,455,93,6,21,14,268,83.85,1,10.8,10.5,1.0,10.5,10.5,10.5,10.5,11.3,75.4
0,0,42,61,6,6,5,94,85.95,1,10.8,10.7,1.0,10.7,10.7,10.7,10.7,10.6,76.2
0,0,272,15,6,10,9,138,84.39,0,10.8,10.5,1.0,10.5,10.5,10.5,10.5,10.0,74.5
1,0,354,19,6,2,0,217,83.33,1,10.5,10.4,1.0,10.4,10.4,10.4,10.4,9.4,73.0
1,0,571,67,6,4,10,88,81.53,0,10.3,10.2,1.0,10.2,10.2,10.2,10.2,7.5,69.8
0,0,78,61,6,10,5,28,86.88,1,11.0,10.9,1.0,10.9,10.9,10.9,10.9,10.6,76.9
0,0,480,93,6,11,15,149,80.54,0,10.3,10.1,1.0,10.1,10.1,10.1,10.1,11.3,72.9
1,0,289,58,6,7,3,143,80.28,0,10.1,10.0,1.0,10.0,10.0,10.0,10.0,7.5,68.8
0,1,55,61,6,14,13,254,82.98,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,10.6,74.0
0,0,162,15,6,1,28,237,83.29,0,10.5,10.4,1.0,10.4,10.4,10.4,10.4,10.0,72.6
0,0,455,93,6,25,21,268,80.39,0,10.3,10.0,1.0,10.0,10.0,10.0,10.0,11.3,72.8
0,1,273,61,6,11,22,132,85.43,0,10.8,10.7,1.0,10.7,10.7,10.7,10.7,10.6,75.9
0,0,472,93,6,5,8,183,79.19,0,10.1,9.9,1.0,9.9,9.9,9.9,9.9,11.3,71.8
0,0,754,67,6,6,15,73,84.23,0,10.1,10.5,1.0,10.5,10.5,10.5,10.5,7.5,71.2
1,1,273,61,6,20,5,132,84.84,1,10.8,10.6,1.0,10.6,10.6,10.6,10.6,10.6,75.5
0,0,291,57,6,14,9,121,80.74,0,10.1,10.1,1.0,10.1,10.1,10.1,10.1,7.5,69.1
0,0,78,61,6,5,10,28,84.3,1,10.6,10.5,1.0,10.5,10.5,10.5,10.5,10.6,74.9
0,0,400,19,6,22,10,23,84.78,1,10.7,10.6,1.0,10.6,10.6,10.6,10.6,9.4,74.0
0,0,272,15,6,1,13,138,84.07,0,10.7,10.5,1.0,10.5,10.5,10.5,10.5,10.0,73.2
0,0,455,93,6,21,28,268,82.13,0,10.5,10.3,1.0,10.3,10.3,10.3,10.3,11.3,74.1
0,1,409,19,6,21,28,58,87.89,0,11.1,11.0,1.0,11.0,11.0,11.0,11.0,9.4,76.4
0,0,444,19,6,21,28,240,91.43,1,11.5,11.4,1.0,11.4,11.4,11.4,11.4,9.4,79.0
1,1,492,58,6,6,10,41,85.38,0,10.7,10.7,1.0,10.7,10.7,10.7,10.7,7.5,72.6
0,0,715,61,6,11,5,116,80.29,0,10.7,10.0,1.0,10.0,10.0,10.0,10.0,10.6,72.5
0,1,754,67,6,4,6,73,88.01,0,10.7,11.0,1.1,11.0,11.0,11.0,11.0,7.5,74.3
0,0,7,9,6,7,28,158,85.86,0,10.6,10.7,1.0,10.7,10.7,10.7,10.7,7.5,72.8
0,0,736,93,6,9,5,106,82.71,0,10.6,10.3,1.0,10.3,10.3,10.3,10.3,11.3,74.6
0,0,455,93,6,9,1,268,80.29,0,10.3,10.0,1.0,10.0,10.0,10.0,10.0,11.3,71.8
